Код в проекте;Device_ID Устройство;Идентификатор объекта;Имя объекта;Тип Объекта;Описание;Текущее значение 85;Флаги состояния 111;PropertyList-371 адрес регистра;PropertyList-371 Количество регистров для чтения;PropertyList-371 Функция для чтения регистра;PropertyList-371Функция для записи в регистр;PropertyList-371 Тип данных;PropertyList-371 Длина данных в битах;PropertyList-371 Бит регистра;PropertyList-371 Извлекаемые данные из массива/Номер слова;PropertyList-371 Коэфф. Преобразования(делитиь значение на него);Состояние события 36;Достоверность 103;Отключен 81;Единицы - 117;Макс. Значение - 65;Мин. Значение - 69;Высокий предел - 45;Низкий предел - 59;Класс уведомления - 17;"356.Задержка по времени (normal)
5";113.Задержка по времени (offnormal);Предел включения 52;"35.Уведомление разрешено
TO_OFFNORMAL, TO_FAULT, TO_NORMAL
[true,true,true]";Признаный переход - 0;Тип уведомления - 72;Отметки времени событий 130;Тексты сообщений о событиях 351;Имя профиля 168;Разрешение - 106;Logs - 133;Приращение COV - 22;Нечувствительность 25;Приоритетный массив - 87;Освободить по умолчанию - 104;Полярность - 84;Неактивный текст - 46;Активный текст - 4;Время COS - 16;Число COS - 15;Сброс числа состояний - 115;Затраченное активное время - 33;Сброс активного времени - 114;Активировать собитие-353;Сигнальное значение мультистейт - 7;Сигнальное значение - 6;Минимально выключенное время - 66;Минимальное включеное время - 67;Значение обратной связи - 40;Состояние текст 110;Число состояний 74;Тайм-аут APDU;Число повторов APDU;Конфигурация;Интервал обновления в сек.;Глобальная переменная;Шаблон;Подстановка;
AI_492;1673;351;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_6.AI_492;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF6_CURRENT_3;;;
2QF_7;1;352;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_7;;Автоматический выключатель2QF_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_500;1673;353;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_7.BI_500;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF7_ON;;;
BI_501;1673;354;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_6.BI_501;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF7_OFF;;;
BI_502;1673;355;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_6.BI_502;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF7_ALARM;;;
AI_500;1673;356;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_6.AI_500;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF7_CURRENT_1;;;
AI_501;1673;357;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_6.AI_501;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF7_CURRENT_2;;;
AI_502;1673;358;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_6.AI_502;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF7_CURRENT_3;;;
2QF_8;1;359;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_8;;Автоматический выключатель2QF_8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_510;1673;360;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_8.BI_510;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF8_ON;;;
BI_511;1673;361;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_8.BI_511;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF8_OFF;;;
BI_512;1673;362;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_8.BI_512;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF8_ALARM;;;
AI_510;1673;363;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_8.AI_510;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF8_CURRENT_1;;;
AI_511;1673;364;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_8.AI_511;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF8_CURRENT_2;;;
AI_512;1673;365;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_8.AI_512;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF8_CURRENT_3;;;
2QF_9;1;366;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_9;;Автоматический выключатель2QF_9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_520;1673;367;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_9.BI_520;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF9_ON;;;
BI_521;1673;368;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_9.BI_521;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF9_OFF;;;
BI_522;1673;369;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_9.BI_522;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF9_ALARM;;;
AI_520;1673;370;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_9.AI_520;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF9_CURRENT_1;;;
AI_521;1673;371;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_9.AI_521;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF9_CURRENT_2;;;
AI_522;1673;372;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_9.AI_522;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF9_CURRENT_3;;;
2QF_10;1;373;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_10;;Автоматический выключатель2QF_10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_530;1673;374;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_10.BI_530;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF10_ON;;;
BI_531;1673;375;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_10.BI_531;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF10_OFF;;;
BI_532;1673;376;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_10.BI_532;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF10_ALARM;;;
AI_530;1673;377;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_10.AI_530;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF10_CURRENT_1;;;
AI_531;1673;378;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_10.AI_531;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF10_CURRENT_2;;;
AI_532;1673;379;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_10.AI_532;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF10_CURRENT_3;;;
2QF_11;1;380;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_11;;Автоматический выключатель2QF_11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_540;1673;381;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_11.BI_540;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF11_ON;;;
BI_541;1673;382;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_11.BI_541;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF11_OFF;;;
BI_542;1673;383;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_11.BI_542;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF11_ALARM;;;
AI_540;1673;384;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_11.AI_540;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF11_CURRENT_1;;;
AI_541;1673;385;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_11.AI_541;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF11_CURRENT_2;;;
AI_542;1673;386;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_11.AI_542;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF11_CURRENT_3;;;
2QF_12;1;387;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_12;;Автоматический выключатель2QF_12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_550;1673;388;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_12.BI_550;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF12_ON;;;
BI_551;1673;389;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_12.BI_551;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF12_OFF;;;
BI_552;1673;390;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_12.BI_552;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF12_ALARM;;;
AI_550;1673;391;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_12.AI_550;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF12_CURRENT_1;;;
AI_551;1673;392;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_12.AI_551;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF12_CURRENT_2;;;
AI_552;1673;393;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_12.AI_552;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF12_CURRENT_3;;;
2QF_13;1;394;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_13;;Автоматический выключатель2QF_13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_560;1673;395;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_13.BI_560;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF13_ON;;;
BI_561;1673;396;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_13.BI_561;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF13_OFF;;;
BI_562;1673;397;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_13.BI_562;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF13_ALARM;;;
AI_560;1673;398;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_13.AI_560;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF13_CURRENT_1;;;
AI_561;1673;399;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_13.AI_561;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF13_CURRENT_2;;;
AI_562;1673;400;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_13.AI_562;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF13_CURRENT_3;;;
2QF_14;1;401;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_14;;Автоматический выключатель2QF_14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_570;1673;402;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_14.BI_570;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF14_ON;;;
BI_571;1673;403;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_14.BI_571;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF14_OFF;;;
BI_572;1673;404;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_14.BI_572;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF14_ALARM;;;
AI_570;1673;405;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_14.AI_570;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF14_CURRENT_1;;;
AI_571;1673;406;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_14.AI_571;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF14_CURRENT_2;;;
AI_572;1673;407;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_14.AI_572;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF14_CURRENT_3;;;
2QF_15;1;408;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_15;;Автоматический выключатель2QF_15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_580;1673;409;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_15.BI_580;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF15_ON;;;
BI_581;1673;410;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_15.BI_581;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF15_OFF;;;
BI_582;1673;411;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_15.BI_582;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF15_ALARM;;;
AI_580;1673;412;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_15.AI_580;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF15_CURRENT_1;;;
AI_581;1673;413;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_15.AI_581;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF15_CURRENT_2;;;
AI_582;1673;414;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_15.AI_582;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF15_CURRENT_3;;;
2QF_16;1;415;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_16;;Автоматический выключатель2QF_16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_590;1673;416;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_16.BI_590;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF16_ON;;;
BI_591;1673;417;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_16.BI_591;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF16_OFF;;;
BI_592;1673;418;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_16.BI_592;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF16_ALARM;;;
AI_590;1673;419;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_16.AI_590;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF16_CURRENT_1;;;
AI_591;1673;420;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_16.AI_591;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF16_CURRENT_2;;;
AI_592;1673;421;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_16.AI_592;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF16_CURRENT_3;;;
2QF_17;1;422;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_17;;Автоматический выключатель2QF_17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_600;1673;423;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_17.BI_600;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF17_ON;;;
BI_601;1673;424;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_17.BI_601;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF17_OFF;;;
BI_602;1673;425;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_17.BI_602;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF17_ALARM;;;
AI_600;1673;426;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_17.AI_600;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF17_CURRENT_1;;;
AI_601;1673;427;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_17.AI_601;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF17_CURRENT_2;;;
AI_602;1673;428;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_17.AI_602;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF17_CURRENT_3;;;
2QF_18;1;429;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_18;;Автоматический выключатель2QF_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_610;1673;430;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_18.BI_610;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF18_ON;;;
BI_611;1673;431;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_18.BI_611;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF18_OFF;;;
BI_612;1673;432;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_18.BI_612;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF18_ALARM;;;
AI_610;1673;433;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_18.AI_610;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF18_CURRENT_1;;;
AI_611;1673;434;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_18.AI_611;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF18_CURRENT_2;;;
AI_612;1673;435;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_18.AI_612;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF18_CURRENT_3;;;
2QF_19;1;436;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_19;;Автоматический выключатель2QF_19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_620;1673;437;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_19.BI_620;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF19_ON;;;
BI_621;1673;438;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_19.BI_621;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF19_OFF;;;
BI_622;1673;439;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_19.BI_622;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF19_ALARM;;;
AI_620;1673;440;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_19.AI_620;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF19_CURRENT_1;;;
AI_621;1673;441;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_19.AI_621;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF19_CURRENT_2;;;
AI_622;1673;442;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_19.AI_622;0; Ток 3, А;;;402;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF19_CURRENT_3;;;
2QF_20;1;443;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_20;;Автоматический выключатель2QF_20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI_630;1673;444;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_20.BI_630;3;Статус включен;;;102;1;0x03;;BOOL;1;8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF20_ON;;;
BI_631;1673;445;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_20.BI_631;3;Статус выключен;;;102;1;0x03;;BOOL;1;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF20_OFF;;;
BI_632;1673;446;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_20.BI_632;3;Аварийное отключение;;;102;1;0x03;;BOOL;1;11;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2QF20_ALARM;;;
AI_630;1673;447;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_20.AI_630;0; Ток 1, А;;;203;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF20_CURRENT_1;;;
AI_631;1673;448;Site:Engineering.Electricity.TP_1002.SECTION_2.2QF_20.AI_631;0; Ток 2, А;;;302;1;0x03;;INT;16;;;1;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;2QF20_CURRENT_2;;;
